route,methods,arg,required,type,enum,default,description,format,pattern
/wc/v1/coupons,POST,description,False,string,,,Coupon description.,,
/wc/v1/coupons,POST,discount_type,False,string,"percent,fixed_cart,fixed_product",fixed_cart,Determines the type of discount that will be applied.,,
/wc/v1/coupons,POST,amount,False,string,,,"The amount of discount. Should always be numeric, even if setting a percentage.",,
/wc/v1/coupons,POST,expiry_date,False,"null,string",,,UTC DateTime when the coupon expires.,,
/wc/v1/coupons,POST,individual_use,False,boolean,,False,"If true, the coupon can only be used individually. Other applied coupons will be removed from the cart.",,
/wc/v1/coupons,POST,product_ids,False,array,,,List of product IDs the coupon can be used on.,,
/wc/v1/coupons,POST,exclude_product_ids,False,array,,,List of product IDs the coupon cannot be used on.,,
/wc/v1/coupons,POST,usage_limit,False,integer,,,How many times the coupon can be used in total.,,
/wc/v1/coupons,POST,usage_limit_per_user,False,integer,,,How many times the coupon can be used per customer.,,
/wc/v1/coupons,POST,limit_usage_to_x_items,False,integer,,,Max number of items in the cart the coupon can be applied to.,,
/wc/v1/coupons,POST,free_shipping,False,boolean,,False,"If true and if the free shipping method requires a coupon, this coupon will enable free shipping.",,
/wc/v1/coupons,POST,product_categories,False,array,,,List of category IDs the coupon applies to.,,
/wc/v1/coupons,POST,excluded_product_categories,False,array,,,List of category IDs the coupon does not apply to.,,
/wc/v1/coupons,POST,exclude_sale_items,False,boolean,,False,"If true, this coupon will not be applied to items that have sale prices.",,
/wc/v1/coupons,POST,minimum_amount,False,string,,,Minimum order amount that needs to be in the cart before coupon applies.,,
/wc/v1/coupons,POST,maximum_amount,False,string,,,Maximum order amount allowed when using the coupon.,,
/wc/v1/coupons,POST,email_restrictions,False,array,,,List of email addresses that can use this coupon.,,
/wc/v1/coupons/(?P<id>[\d]+),GET,id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/coupons/(?P<id>[\d]+),GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",code,False,string,,,Coupon code.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",description,False,string,,,Coupon description.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",discount_type,False,string,"percent,fixed_cart,fixed_product",,Determines the type of discount that will be applied.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",amount,False,string,,,"The amount of discount. Should always be numeric, even if setting a percentage.",,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",expiry_date,False,"null,string",,,UTC DateTime when the coupon expires.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",individual_use,False,boolean,,,"If true, the coupon can only be used individually. Other applied coupons will be removed from the cart.",,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",product_ids,False,array,,,List of product IDs the coupon can be used on.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",exclude_product_ids,False,array,,,List of product IDs the coupon cannot be used on.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",usage_limit,False,integer,,,How many times the coupon can be used in total.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",usage_limit_per_user,False,integer,,,How many times the coupon can be used per customer.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",limit_usage_to_x_items,False,integer,,,Max number of items in the cart the coupon can be applied to.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",free_shipping,False,boolean,,,"If true and if the free shipping method requires a coupon, this coupon will enable free shipping.",,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",product_categories,False,array,,,List of category IDs the coupon applies to.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",excluded_product_categories,False,array,,,List of category IDs the coupon does not apply to.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",exclude_sale_items,False,boolean,,,"If true, this coupon will not be applied to items that have sale prices.",,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",minimum_amount,False,string,,,Minimum order amount that needs to be in the cart before coupon applies.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",maximum_amount,False,string,,,Maximum order amount allowed when using the coupon.,,
/wc/v1/coupons/(?P<id>[\d]+),"POST,PUT,PATCH",email_restrictions,False,array,,,List of email addresses that can use this coupon.,,
/wc/v1/coupons/(?P<id>[\d]+),DELETE,id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/coupons/(?P<id>[\d]+),DELETE,force,False,boolean,,False,Whether to bypass trash and force deletion.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",code,False,string,,,Coupon code.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",description,False,string,,,Coupon description.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",discount_type,False,string,"percent,fixed_cart,fixed_product",,Determines the type of discount that will be applied.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",amount,False,string,,,"The amount of discount. Should always be numeric, even if setting a percentage.",,
/wc/v1/coupons/batch,"POST,PUT,PATCH",expiry_date,False,"null,string",,,UTC DateTime when the coupon expires.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",individual_use,False,boolean,,,"If true, the coupon can only be used individually. Other applied coupons will be removed from the cart.",,
/wc/v1/coupons/batch,"POST,PUT,PATCH",product_ids,False,array,,,List of product IDs the coupon can be used on.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",exclude_product_ids,False,array,,,List of product IDs the coupon cannot be used on.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",usage_limit,False,integer,,,How many times the coupon can be used in total.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",usage_limit_per_user,False,integer,,,How many times the coupon can be used per customer.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",limit_usage_to_x_items,False,integer,,,Max number of items in the cart the coupon can be applied to.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",free_shipping,False,boolean,,,"If true and if the free shipping method requires a coupon, this coupon will enable free shipping.",,
/wc/v1/coupons/batch,"POST,PUT,PATCH",product_categories,False,array,,,List of category IDs the coupon applies to.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",excluded_product_categories,False,array,,,List of category IDs the coupon does not apply to.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",exclude_sale_items,False,boolean,,,"If true, this coupon will not be applied to items that have sale prices.",,
/wc/v1/coupons/batch,"POST,PUT,PATCH",minimum_amount,False,string,,,Minimum order amount that needs to be in the cart before coupon applies.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",maximum_amount,False,string,,,Maximum order amount allowed when using the coupon.,,
/wc/v1/coupons/batch,"POST,PUT,PATCH",email_restrictions,False,array,,,List of email addresses that can use this coupon.,,
/wc/v1/customers/(?P<customer_id>[\d]+)/downloads,GET,customer_id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/customers/(?P<customer_id>[\d]+)/downloads,GET,context,False,string,view,view,Scope under which the request is made; determines fields present in response.,,
/wc/v1/customers,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc/v1/customers,GET,page,False,integer,,1,Current page of the collection.,,
/wc/v1/customers,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc/v1/customers,GET,search,False,string,,,Limit results to those matching a string.,,
/wc/v1/customers,GET,exclude,False,array,,[],Ensure result set excludes specific IDs.,,
/wc/v1/customers,GET,include,False,array,,[],Limit result set to specific IDs.,,
/wc/v1/customers,GET,offset,False,integer,,,Offset the result set by a specific number of items.,,
/wc/v1/customers,GET,order,False,string,"asc,desc",asc,Order sort attribute ascending or descending.,,
/wc/v1/customers,GET,orderby,False,string,"id,include,name,registered_date",name,Sort collection by object attribute.,,
/wc/v1/customers,GET,email,False,string,,,Limit result set to resources with a specific email.,email,
/wc/v1/customers,GET,role,False,string,"all,administrator,editor,author,contributor,subscriber,css_js_designer,wpseo_manager,wpseo_editor,customer,shop_manager",customer,Limit result set to resources with a specific role.,,
/wc/v1/customers,POST,email,True,string,,,New user email address.,,
/wc/v1/customers,POST,first_name,False,string,,,Customer first name.,,
/wc/v1/customers,POST,last_name,False,string,,,Customer last name.,,
/wc/v1/customers,POST,username,False,string,,,New user username.,,
/wc/v1/customers,POST,password,False,string,,,New user password.,,
/wc/v1/customers,POST,billing,False,object,,,List of billing address data.,,
/wc/v1/customers,POST,shipping,False,object,,,List of shipping address data.,,
/wc/v1/customers/(?P<id>[\d]+),GET,id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/customers/(?P<id>[\d]+),GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",email,False,string,,,The email address for the customer.,email,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",first_name,False,string,,,Customer first name.,,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",last_name,False,string,,,Customer last name.,,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",username,False,string,,,Customer login name.,,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",password,False,string,,,Customer password.,,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",billing,False,object,,,List of billing address data.,,
/wc/v1/customers/(?P<id>[\d]+),"POST,PUT,PATCH",shipping,False,object,,,List of shipping address data.,,
/wc/v1/customers/(?P<id>[\d]+),DELETE,id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/customers/(?P<id>[\d]+),DELETE,force,False,boolean,,False,"Required to be true, as resource does not support trashing.",,
/wc/v1/customers/(?P<id>[\d]+),DELETE,reassign,False,integer,,0,ID to reassign posts to.,,
/wc/v1/customers/batch,"POST,PUT,PATCH",email,False,string,,,The email address for the customer.,email,
/wc/v1/customers/batch,"POST,PUT,PATCH",first_name,False,string,,,Customer first name.,,
/wc/v1/customers/batch,"POST,PUT,PATCH",last_name,False,string,,,Customer last name.,,
/wc/v1/customers/batch,"POST,PUT,PATCH",username,False,string,,,Customer login name.,,
/wc/v1/customers/batch,"POST,PUT,PATCH",password,False,string,,,Customer password.,,
/wc/v1/customers/batch,"POST,PUT,PATCH",billing,False,object,,,List of billing address data.,,
/wc/v1/customers/batch,"POST,PUT,PATCH",shipping,False,object,,,List of shipping address data.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes,GET,order_id,False,integer,,,The order ID.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes,POST,order_id,False,integer,,,The order ID.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes,POST,note,True,string,,,Order note content.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes,POST,customer_note,False,boolean,,False,Shows/define if the note is only for reference or for the customer (the user will be notified).,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),GET,id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),GET,order_id,False,integer,,,The order ID.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),DELETE,id,False,integer,,,Unique identifier for the resource.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),DELETE,order_id,False,integer,,,The order ID.,,
/wc/v1/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),DELETE,force,False,boolean,,False,"Required to be true, as resource does not support trashing.",,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,order_id,False,integer,,,The order ID.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,page,False,integer,,1,Current page of the collection.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,search,False,string,,,Limit results to those matching a string.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,exclude,False,array,,[],Ensure result set excludes specific IDs.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,include,False,array,,[],Limit result set to specific ids.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,offset,False,integer,,,Offset the result set by a specific number of items.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,orderby,False,string,"date,id,include,title,slug,modified",date,Sort collection by object attribute.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,filter,False,object,,,Use WP Query arguments to modify the response; private query vars require appropriate authorization.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,status,False,string,"any,pending,processing,on-hold,completed,cancelled,refunded,failed,checkout-draft",any,Limit result set to orders assigned a specific status.,,
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,GET,customer,False,integer,,,Limit result set to orders assigned a specific customer.,,
